theta,tx,ty
-1.34501e-05,-0.0175943,-0.0005749
-8.85682e-06,-0.0313173,0.00672194
-6.6107e-06,-0.036449,0.0114095
-1.2195e-05,-0.0429324,0.0149618
-1.50549e-05,-0.0465168,0.0167514
-1.44476e-05,-0.0528887,0.0128129
-1.65828e-05,-0.0560516,0.010521
-1.62574e-05,-0.0609616,0.00559589
-1.60911e-05,-0.064974,0.00294482
-2.42115e-05,-0.077385,-0.0112816
-3.6e-05,-0.0915963,-0.0276245
-4.28674e-05,-0.0920974,-0.0280186
-4.94717e-05,-0.0942205,-0.0305124
-6.46053e-05,-0.0964369,-0.0340497
-7.77752e-05,-0.0961078,-0.0371204
-9.83595e-05,-0.0934403,-0.0408013
-0.000110775,-0.0896951,-0.0421762
-0.000114259,-0.0968232,-0.0357787
-0.000122008,-0.107949,-0.0319433
