theta,tx,ty
4.5905e-05,-0.153153,-0.040996
0.000104814,-0.26907,-0.0526339
9.4835e-05,-0.477792,-0.0823435
0.000113251,-0.542413,-0.0951913
0.000127064,-0.709022,-0.104055
0.000147046,-0.809957,-0.135785
0.000170128,-0.89939,-0.176879
0.000181736,-1.00894,-0.247782
0.00019567,-1.14756,-0.319235
0.000228227,-1.30037,-0.358322
0.0002303,-1.47047,-0.375682
0.000275991,-1.66269,-0.399249
0.000342977,-1.80207,-0.425833
0.00034746,-1.94048,-0.474494
0.000380651,-2.09665,-0.52282
0.00041091,-2.1608,-0.552627
0.000437574,-2.25161,-0.577828
0.000447576,-2.39478,-0.602989
0.000473961,-2.48831,-0.621125
