theta,tx,ty
-4.83387e-05,0.93817,-0.529157
-4.9523e-05,1.87995,-1.04597
-7.57135e-05,2.85372,-1.57715
-8.10593e-05,3.80904,-2.12343
-5.48095e-05,4.70623,-2.71918
-0.000108803,5.65182,-3.28505
-0.000103879,6.6341,-3.96423
-0.000145619,7.68258,-4.70276
-0.000142894,8.73626,-5.35573
-9.77933e-05,9.80062,-6.06689
-0.000163167,10.8354,-6.77385
-0.000171664,11.9423,-7.46561
-0.0001875,13.0025,-8.16244
-0.000215236,14.1773,-8.8608
0.000224195,15.4114,-9.35101
0.000699992,15.9138,-10.7601
0.00607856,6.88717,-4.05957
0.00324472,5.29629,-3.09772
0.00570766,6.17472,-3.08764
