theta,tx,ty
4.36908e-06,-0.0222096,0.00328201
2.77631e-06,-0.0201171,0.00449505
-6.44752e-06,-0.00681041,0.00455373
3.18906e-07,0.0179196,0.0110226
3.58634e-06,0.0350362,0.0167727
-3.86603e-07,0.0321567,0.0195892
-6.90181e-06,0.028993,0.0225457
-8.03974e-06,0.0404142,0.0158827
-8.44492e-06,0.0581722,0.0106496
-1.21807e-05,0.0557969,0.00300125
-1.16204e-05,0.0540609,0.000414713
-2.26306e-05,0.093598,-0.00448948
-1.89835e-05,0.109075,-0.00702441
-1.24043e-05,0.114027,-0.0181701
-4.59513e-06,0.114592,-0.0271257
-1.2699e-05,0.117046,-0.0592608
-1.53429e-05,0.117211,-0.0877249
-4.43448e-05,0.0972636,-0.1559
-5.33945e-05,0.0832427,-0.189482
