theta,tx,ty
-3.73987e-05,2.59065,-0.757198
-0.000107346,5.11439,-1.46476
-0.000184269,7.71854,-2.21549
-0.000237164,10.2777,-3.00315
-0.000276889,12.9704,-3.76156
-0.000352126,15.5248,-4.48384
-0.00036012,18.0536,-5.2392
0.00173054,21.1321,-8.09489
0.00227784,17.3817,-3.84906
0.000538753,8.57057,-0.78127
-0.000791073,7.35051,-1.68008
0.000714704,7.60871,-1.75425
-0.000784435,6.58515,-2.93415
0.000124069,4.18457,-2.28629
0.00179929,4.46056,-1.04802
-0.00507616,3.0257,1.0658
-0.000703988,3.81295,-3.271
0.00156625,3.5475,-1.29866
0.000650426,3.31747,1.43894
