theta,tx,ty
-6.81453e-05,2.91531,-0.134431
-0.000153308,5.82929,-0.323336
-0.000135338,8.61862,-0.477903
-0.000159463,11.5435,-0.643259
-0.000159215,14.5166,-0.901959
-0.000148845,17.3352,-1.0159
0.00213769,19.5289,-2.86833
-0.00251674,23.1965,0.14661
0.000569945,7.49926,-0.20442
0.000325739,9.94303,-0.708603
-0.000473629,4.94755,-0.559405
-0.000319974,5.13704,0.274614
0.000119893,5.43277,0.315023
-0.000523429,3.59029,-1.26819
-0.00178895,3.42269,-0.364712
-0.00136859,4.79311,-0.708317
0.00156279,4.46954,2.36672
-0.000977939,4.34552,2.03472
-0.00155719,1.63281,1.87839
