theta,tx,ty
-4.20652e-06,-0.00340929,-0.0540969
-4.66677e-06,-0.00384479,-0.0598912
-4.07623e-06,-0.00383991,-0.0673416
-3.01169e-05,-0.00944084,-0.171085
-3.80077e-05,-0.0108234,-0.244548
-4.87547e-05,-0.0153388,-0.275149
-6.43644e-05,-0.0189101,-0.302442
-7.77806e-05,-0.0111125,-0.354112
-0.000100721,-0.00171475,-0.411003
-0.000149719,0.0145686,-0.456641
-0.00018057,0.0176768,-0.494633
-0.000217358,0.0310882,-0.542061
-0.000236222,0.0357154,-0.567027
-0.000278654,0.0428741,-0.604604
-0.000317905,0.0430963,-0.638815
-0.000336428,0.0376659,-0.676314
-0.000355861,0.0298412,-0.710736
-0.000371951,0.0259357,-0.729346
-0.000403757,0.0184345,-0.752707
