theta,tx,ty
-2.46512e-05,0.0463652,0.975636
-0.000128613,0.121171,1.94944
-0.000165994,0.198307,2.95092
-0.00019523,0.277812,4.01822
-0.000278603,0.419531,5.10334
-0.000307117,0.520763,6.19777
-0.000425938,0.601501,7.3862
-0.000490154,0.792793,8.51941
-0.000447036,0.873073,9.71619
-0.000460628,0.89676,10.9206
-0.000480189,0.981267,12.1092
-0.000588577,1.03645,13.3605
-0.000664851,1.11152,14.6174
-0.000646036,1.09305,15.8662
-0.000696646,1.25979,17.26
-0.000756781,1.26287,18.5052
0.00247472,1.30107,6.46989
0.00152641,1.09435,6.10525
-0.00348258,-0.804618,9.02849
