theta,tx,ty
-5.09819e-06,-0.0236732,0.0228829
-1.35271e-05,-0.0121139,0.0331424
-2.80193e-05,0.00867379,0.0491526
-4.78396e-05,0.0041449,0.0761043
-5.72854e-05,-0.00867967,0.0907299
-6.40834e-05,-0.013636,0.0913081
-7.36555e-05,-0.0184595,0.0905216
-9.22542e-05,-0.00596503,0.0905903
-0.000113841,0.00271914,0.0879496
-0.000132627,0.00285858,0.0850432
-0.000158252,0.0126102,0.0858589
-0.000163393,0.0217308,0.087273
-0.000169056,0.0256796,0.0926248
-0.000190417,0.0298764,0.0902502
-0.000206825,0.0280278,0.0909229
-0.000226968,0.0392493,0.112539
-0.000236984,0.0479537,0.120063
-0.000238671,0.0474164,0.118382
-0.000242396,0.0495311,0.119605
