theta,tx,ty
3.90183e-06,0.00722778,0.035879
-1.21887e-05,0.0216992,0.0527787
-1.74901e-05,0.0319014,0.0692452
-5.21905e-05,0.0373027,0.120612
-9.63693e-05,0.0367875,0.187086
-0.000141353,0.0325143,0.2902
-0.00014684,0.0380638,0.35182
-0.000146327,0.0480853,0.403566
-0.000194935,0.0683811,0.476949
-0.000237641,0.0901982,0.521264
-0.000265469,0.111789,0.562908
-0.000283905,0.139165,0.611151
-0.000325891,0.149837,0.663227
-0.000362637,0.156333,0.726902
-0.000360572,0.155888,0.787913
-0.000357511,0.148037,0.833549
-0.000357459,0.140994,0.885048
-0.000341508,0.129089,0.9691
-0.000351506,0.117841,0.999803
