theta,tx,ty
-6.528e-05,0.164311,0.193642
-0.000189805,0.213284,0.355273
-0.000307651,0.366393,0.577945
-0.000406046,0.545262,0.766792
-0.000435226,0.664708,0.918635
-0.000509216,0.768483,1.10505
-0.000561604,0.83506,1.26312
-0.000642767,0.916917,1.40727
-0.000758319,1.05945,1.59121
-0.000777111,1.14147,1.75187
-0.000850188,1.14261,1.91071
-0.000893658,1.12591,2.02152
-0.000944195,1.09215,2.12755
-0.00103045,1.04185,2.21153
-0.00112202,0.959471,2.28504
-0.00117283,0.85187,2.38171
-0.00119323,0.738535,2.4678
-0.0012487,0.628446,2.58413
-0.00124579,0.349926,2.67368
