theta,tx,ty
-0.00016944,0.789775,1.57933
-0.000347322,1.53126,3.0572
-0.000492318,2.3503,4.69909
-0.000673039,3.25836,6.34378
-0.000638018,4.13269,7.99613
-0.000601307,4.94123,9.67575
-0.000675844,5.91816,11.3674
-0.00337135,5.6078,15.1834
0.0016726,6.77086,3.42043
0.00256404,8.1558,4.62672
0.0057471,10.3723,13.0108
-0.000109466,7.06022,3.88065
0.00286387,5.33104,4.82348
0.00509887,5.31353,6.00969
0.0038462,4.98971,5.51501
0.00360752,4.88151,7.17774
0.00393119,3.84652,3.72757
0.00375369,4.70373,7.44878
0.00208878,3.54094,4.16084
