theta,tx,ty
9.77336e-06,1.76331,0.0197091
-7.43582e-06,3.404,0.0328123
-1.33777e-05,5.20573,0.0493896
-9.66378e-06,6.99027,0.0476708
-1.04699e-05,8.76408,0.0695612
-1.97812e-05,10.5361,0.10498
-1.4241e-05,12.3828,0.170259
-3.48101e-05,14.1411,0.20981
-3.25441e-05,15.9935,0.251221
-9.05903e-05,17.8838,0.247991
-2.52742e-05,19.8091,0.271292
-1.77045e-05,21.8056,0.248763
-5.77416e-05,23.6317,0.608957
-0.000422389,25.3519,-0.567926
0.00128437,10.8033,1.89033
0.00335668,9.76188,3.52569
0.00205218,8.36693,3.16843
0.00164696,8.34089,1.48387
0.0012397,8.31003,1.6334
