theta,tx,ty
-4.87328e-05,0.0101527,-0.00969458
-5.90433e-05,0.0197299,-0.0159594
-7.41501e-05,0.0334828,-0.019146
-9.58859e-05,0.0506574,-0.0411321
-0.000129052,0.0692517,-0.0589727
-0.000144228,0.0887961,-0.0698169
-0.00015667,0.105341,-0.0769604
-0.000183164,0.124828,-0.101698
-0.000205776,0.139058,-0.122342
-0.000264923,0.155998,-0.159663
-0.000332005,0.168967,-0.20259
-0.000409347,0.187777,-0.245988
-0.000457627,0.212388,-0.269022
-0.000488182,0.227577,-0.291017
-0.000499107,0.239164,-0.304509
-0.000519851,0.257697,-0.311043
-0.000537706,0.276388,-0.316864
-0.000569024,0.296407,-0.325507
-0.000589266,0.30798,-0.325865
