theta,tx,ty
1.28409e-05,-0.00435855,0.0232647
1.65838e-05,-0.00923469,0.0392686
2.04345e-05,-0.017451,0.089251
2.71931e-05,-0.0345963,0.12034
3.21837e-05,-0.125832,0.137925
2.95038e-05,-0.245445,0.15557
1.59202e-05,-0.389776,0.193911
2.86055e-06,-0.539661,0.232872
-5.06557e-05,-0.664384,0.238107
-9.72888e-05,-0.772704,0.249106
-0.00010773,-0.854189,0.271164
-0.000130202,-0.930573,0.299098
-0.000169124,-0.983609,0.31213
-0.000212647,-1.04869,0.313476
-0.000248842,-1.15363,0.311243
-0.000303611,-1.29975,0.317805
-0.00037396,-1.42356,0.327134
-0.00044795,-1.55628,0.344981
-0.000492539,-1.64982,0.332783
