theta,tx,ty
5.18048e-06,1.36312,1.96462
-1.9468e-05,2.82261,3.96662
-4.21348e-05,4.32249,5.95893
9.03784e-06,5.89092,7.94674
-0.00195302,3.71161,-2.37571
-0.00174511,3.87505,-0.109621
-0.000797215,3.68689,1.99036
-0.000805776,6.57182,3.5924
-0.00398171,3.16993,2.64111
-0.0025989,4.7798,3.5032
-0.00115735,3.96391,3.49088
-0.00164221,4.47326,3.77948
-0.00178896,3.85265,5.80529
-0.00317011,2.70334,4.53793
0.000332638,0.85231,2.28808
0.000165521,1.60071,2.58053
-0.00153559,2.13888,1.48875
0.00166822,2.8579,1.94277
0.000296557,2.59251,1.75921
