theta,tx,ty
-4.48897e-05,-0.105525,0.0254326
-4.49258e-05,-0.234696,0.0516602
-5.99897e-05,-0.393542,0.0887552
-8.65285e-05,-0.599343,0.121603
-0.000120783,-0.795971,0.147919
-0.000113548,-0.927115,0.168557
-0.000108522,-1.03502,0.21428
-0.000129445,-1.18897,0.226104
-8.74159e-05,-1.40663,0.269727
-0.000135085,-1.52179,0.320409
-0.000148263,-1.63346,0.362305
-0.000199697,-1.58858,0.34071
-0.000247094,-1.70216,0.36351
-0.000336774,-1.63919,0.393835
-0.000361873,-1.62105,0.426584
-0.000483189,-1.71258,0.40857
-0.000571266,-1.70763,0.380517
-0.000684802,-1.63321,0.449023
-0.000733478,-2.37204,0.529743
