theta,tx,ty
-3.42489e-05,-0.0850148,0.282123
-5.86175e-05,-0.158762,0.588089
-0.000129884,-0.365451,0.861656
-0.000156544,-0.54499,1.12171
-0.000229534,-0.685257,1.4063
-0.000266576,-0.820965,1.68826
-0.000323448,-0.919211,1.91736
-0.000388171,-1.00423,2.10831
-0.000448495,-1.05829,2.32104
-0.000504527,-1.23234,2.51036
-0.000580029,-1.37161,2.72553
-0.000649915,-1.44946,2.90936
-0.000710023,-1.55107,3.09762
-0.000737535,-1.71654,3.26162
-0.000723117,-1.84751,3.41781
-0.000786252,-1.9448,3.62072
-0.000892152,-2.06032,3.79501
-0.000913909,-2.16505,3.98929
-0.000998888,-2.28403,4.15135
