theta,tx,ty
-3.41001e-06,-0.00216702,-0.00211463
-2.21598e-06,-0.00459817,-0.00735868
-8.72793e-06,-0.046693,-0.0278525
-2.00863e-05,-0.0837428,-0.0542947
-3.28857e-05,-0.128358,-0.0835913
-3.82979e-05,-0.174024,-0.103401
-4.94332e-05,-0.231637,-0.134941
-5.88945e-05,-0.29516,-0.159824
-6.71114e-05,-0.322503,-0.182762
-7.78221e-05,-0.360838,-0.205167
-7.31152e-05,-0.466298,-0.25648
-9.02764e-05,-0.5322,-0.302782
-8.59132e-05,-0.636754,-0.309897
-6.47709e-05,-0.781644,-0.319011
-7.05665e-05,-0.796801,-0.353871
-7.19375e-05,-0.812886,-0.38968
-7.14663e-05,-0.830724,-0.407851
-6.95312e-05,-0.838481,-0.422163
-7.4653e-05,-0.856434,-0.432044
