theta,tx,ty
-2.06657e-05,0.979952,0.0377431
6.60507e-06,2.02342,0.0895313
-3.8432e-05,3.16059,0.110045
-7.61893e-06,4.42963,0.151063
-9.66941e-06,5.69555,0.171882
-4.85704e-05,6.98625,0.190804
-0.000148883,8.63505,0.291615
-8.09689e-05,10.1987,0.340521
-8.76813e-05,11.6145,0.409549
-6.51582e-05,12.8943,0.475032
-9.78424e-05,14.0486,0.640173
-0.000154032,15.2998,0.706547
0.000800561,16.8276,0.981468
-0.00366173,16.9106,-1.22435
0.00125256,17.0658,1.68977
0.000445189,11.3266,2.09859
0.000938635,9.05249,2.20832
0.0025509,9.45716,3.04814
0.00208652,9.8682,2.48189
