theta,tx,ty
-4.59793e-05,3.01795,0.00197433
-5.87007e-05,5.96772,0.017522
-6.34076e-05,8.93241,-0.00238964
-7.06178e-05,11.9433,-0.00656271
-4.39913e-05,14.9449,-0.0917979
6.22111e-05,17.9555,-0.193033
9.66853e-05,21.1441,-2.35905
0.00251069,11.9385,0.241879
0.00175805,7.62289,0.813728
-0.00100425,6.54663,-0.464775
-4.03009e-05,6.08364,0.559286
-0.000338876,5.23906,0.893536
-0.00469364,5.03233,0.495375
-0.00412553,4.00148,-1.65024
0.000137359,3.1327,-1.78633
0.000677373,4.01219,0.244924
0.000212991,3.86392,0.13338
-0.00141945,3.24798,0.904602
-0.00200388,3.8044,-0.821819
