theta,tx,ty
-0.000141531,0.678134,1.04832
-0.000364842,1.24291,2.1958
-0.000493251,1.97999,3.34845
-0.000676518,2.62716,4.56076
-0.000810439,3.21614,5.75397
-0.000973814,3.86443,6.97516
-0.00108486,4.57918,8.22708
-0.00117237,5.33731,9.4893
-0.00137633,6.08073,10.8332
-0.001433,6.55065,12.2142
0.00802319,9.29686,5.94679
-0.00076622,5.40727,0.978949
0.000573934,4.31028,2.20873
0.000756384,5.05836,1.84282
0.00232558,5.72892,3.39453
0.0027298,5.14836,3.4061
-0.000402248,5.84107,5.89486
0.00040151,4.11836,5.52993
0.000639721,4.27709,6.03971
