theta,tx,ty
-2.94045e-05,-0.0991282,-0.0233964
-2.85866e-05,-0.112557,-0.0224008
-2.19719e-05,-0.174455,-0.0305187
-3.53975e-05,-0.2424,-0.0501942
-2.76442e-05,-0.346039,-0.0576666
-1.79634e-05,-0.452256,-0.0616833
-3.27144e-05,-0.54647,-0.0724399
-3.28421e-05,-0.625207,-0.0793661
-4.21419e-05,-0.730096,-0.0868757
-4.34146e-05,-0.790748,-0.0931344
-3.83288e-05,-0.90976,-0.100837
-4.82226e-05,-0.965596,-0.103036
-8.34194e-05,-1.02521,-0.103996
-0.000114437,-1.05436,-0.105228
-0.000105015,-1.07425,-0.118425
-0.000108013,-1.08231,-0.118099
-9.87029e-05,-1.13887,-0.118062
-0.000138599,-1.17449,-0.111206
-0.000168518,-1.2334,-0.105888
