theta,tx,ty
1.71818e-06,-0.115519,0.0732788
-1.32693e-05,-0.182333,0.0872125
1.99447e-05,-0.270837,0.157611
1.13581e-05,-0.465185,0.292374
6.16858e-05,-0.59559,0.473217
5.93908e-05,-0.780973,0.569057
8.53944e-05,-0.895924,0.670761
9.01492e-05,-0.992882,0.744067
0.000136414,-1.10613,0.847925
0.000164939,-1.2198,0.903515
0.00021604,-1.34685,0.956759
0.000265482,-1.50403,1.0226
0.000245449,-1.64908,1.03673
0.000285392,-1.76643,1.0922
0.000316452,-1.84932,1.14087
0.000326604,-1.95179,1.15646
0.000312457,-2.00527,1.15109
0.000333708,-2.05649,1.17686
0.000331709,-2.14404,1.17656
