theta,tx,ty
-2.72818e-05,2.89068,-0.0169716
-0.000109833,5.83871,-0.0362466
-0.000110757,8.84113,-0.0270385
-0.000188845,11.751,-0.0512005
-0.000229198,14.6721,-0.0858053
-0.000134606,17.5329,-0.426246
-0.000467538,20.9052,0.396272
0.00179659,9.2836,1.26652
-6.21242e-05,10.3198,2.97438
-0.00237052,6.32764,3.47191
-0.000708886,4.88688,2.16467
0.00114732,4.15042,1.96534
-0.00106932,4.81233,1.56755
0.000516275,2.45952,1.37383
0.00114386,3.95512,1.93231
0.00141659,4.54502,2.04178
0.00140894,4.17712,2.16868
-0.00115641,4.53266,1.78363
-0.000960354,2.28298,-0.529155
