theta,tx,ty
6.28058e-06,-0.153629,-0.0311545
1.08271e-05,-0.328869,-0.0575882
5.08988e-05,-0.56376,-0.0751803
0.000104617,-0.746563,-0.0923176
0.000121094,-0.9236,-0.110125
0.000141634,-1.1035,-0.126754
0.000154776,-1.2849,-0.142191
0.000234468,-1.44955,-0.167915
0.000249605,-1.62977,-0.201742
0.000279878,-1.77043,-0.237931
0.000315356,-1.90982,-0.275697
0.000330408,-2.01822,-0.305345
0.000343217,-2.13079,-0.325134
0.000359213,-2.25539,-0.341637
0.00042758,-2.39812,-0.390155
0.000490805,-2.51427,-0.43223
0.00053712,-2.63001,-0.455256
0.000588555,-2.77504,-0.478317
0.000612634,-2.90107,-0.497665
