theta,tx,ty
-9.55631e-05,2.38064,0.21421
-0.000171501,4.81212,0.579281
-0.000258716,7.20357,0.892794
-0.000377539,9.63381,1.20304
-0.000444079,11.9549,1.5573
-0.000502226,14.2773,1.9753
-0.000599464,16.7382,2.35234
-0.000638017,19.1082,2.80041
-0.000769442,21.5081,3.22886
-0.0008168,23.9043,3.70873
-0.000422816,26.7415,4.1326
0.000283826,28.2219,4.775
0.00207943,12.5415,6.67501
0.00343104,7.19742,6.72328
0.00585747,6.29667,6.02451
0.00506713,6.25444,6.84719
0.00295544,5.73164,7.16198
0.00432536,4.6861,7.54263
-0.000271519,4.4423,5.60413
