theta,tx,ty
-2.12881e-05,-0.0415848,-0.0180748
-3.52387e-05,-0.0852067,-0.0312366
-4.57223e-05,-0.139335,-0.0496344
-6.9326e-05,-0.185017,-0.0755535
-0.000110318,-0.213521,-0.123578
-0.000125819,-0.234427,-0.158624
-0.000124035,-0.282606,-0.195919
-0.00010899,-0.324978,-0.222784
-9.63829e-05,-0.407159,-0.247823
-7.73222e-05,-0.509899,-0.277881
-4.47306e-05,-0.635749,-0.340942
-5.11833e-05,-0.659205,-0.340631
-8.43691e-05,-0.69682,-0.348224
-7.12313e-05,-0.701483,-0.383789
-6.3001e-05,-0.70534,-0.406053
-5.67601e-05,-0.697233,-0.432414
-6.18671e-05,-0.69281,-0.462403
-5.70826e-05,-0.680271,-0.501402
-5.56249e-05,-0.67696,-0.515604
