theta,tx,ty
-1.58702e-06,2.40881,-0.395597
-1.49828e-05,4.81088,-0.844992
-1.876e-05,7.19541,-1.16045
4.12894e-06,9.73903,-1.59557
-4.08986e-06,12.0553,-1.95936
-2.51341e-05,14.549,-2.30926
-1.91241e-06,17.0046,-2.74939
-1.02636e-05,19.4087,-3.08386
-0.000237886,22.0008,-2.90591
-0.000644005,23.6485,-3.03744
0.000210001,27.3775,-4.05172
0.00122702,11.6507,-3.8366
0.00123951,8.50383,-2.0556
0.00207885,7.81004,-3.28817
0.000822462,7.18057,-2.94455
-0.000536906,8.31336,-2.14847
-9.42238e-05,10.3605,-2.51754
-0.00105313,6.09653,-1.51078
-0.000202268,2.99479,-4.32735
