theta,tx,ty
2.48163e-05,0.583929,1.00177
3.73128e-05,1.15778,1.98269
3.56188e-05,1.87017,2.95287
5.25907e-05,2.52145,3.89577
-6.65196e-05,3.20001,4.81842
-0.000143866,4.02141,5.75692
-0.00016439,4.89447,6.68299
-0.000200412,5.77127,7.50103
-0.000226051,6.57078,8.37041
-0.00337966,-0.235813,0.852939
-0.00171503,1.46725,-0.236913
-0.00257535,1.59366,0.293582
-0.00277852,1.95881,1.36227
-0.00136051,2.99462,1.5223
-0.00080681,4.56583,2.30581
-0.00019315,4.91106,3.02359
-0.000558072,5.71027,3.989
0.00433764,4.79711,4.64038
0.0035332,4.66935,6.30529
