theta,tx,ty
9.73914e-06,-0.0404285,0.0137141
3.56291e-06,-0.0558214,0.0235467
-2.63905e-06,-0.0805835,0.0287516
-1.48503e-05,-0.107557,0.0372588
-4.13389e-05,-0.19129,0.0526139
-6.77832e-05,-0.262609,0.0647225
-8.22998e-05,-0.310884,0.0775699
-9.27338e-05,-0.399931,0.0922017
-0.000115373,-0.527578,0.103316
-0.000127765,-0.647908,0.112973
-0.000171244,-0.772438,0.161455
-0.000223667,-0.829891,0.184661
-0.000214852,-0.961471,0.19433
-0.000222892,-1.03162,0.20471
-0.000269997,-1.11824,0.225087
-0.000317667,-1.23467,0.246694
-0.000321552,-1.30357,0.260488
-0.000340474,-1.35689,0.277757
-0.000381965,-1.48593,0.307754
