theta,tx,ty
-4.47506e-05,3.01426,-0.0162994
-6.96819e-05,5.86965,-0.0407305
-0.000132982,8.92764,-0.0567635
-0.000135755,11.9195,-0.124371
-0.000180216,14.8305,-0.132823
-0.000238199,17.8342,-0.137407
-0.000990315,20.5019,0.0030633
0.00194678,11.5489,0.679919
0.000534643,9.31007,-0.379048
-0.00150453,9.03209,1.45003
-0.000636943,7.90409,-0.195497
4.20547e-05,6.84987,1.71469
0.000662381,3.184,0.248396
-0.00232925,3.23071,-0.492716
0.000486483,4.55395,0.199254
-0.000773729,5.17985,0.00292526
-0.00168685,4.02826,0.645406
1.80589e-05,3.8255,-1.0003
-0.00399493,2.77412,-1.42451
