theta,tx,ty
-3.26431e-05,-0.022438,0.0220626
-3.67745e-05,-0.0294132,0.0396185
-4.00233e-05,-0.0337866,0.0503542
-4.67862e-05,-0.0265003,0.0582435
-4.90929e-05,-0.021746,0.0636006
-4.50435e-05,-0.0204359,0.073246
-4.69026e-05,-0.0189614,0.0770132
-5.3349e-05,-0.00248979,0.0756188
-6.42864e-05,0.0150453,0.075607
-7.11795e-05,0.0207996,0.06772
-7.71387e-05,0.0270329,0.0611659
-8.1944e-05,0.0374269,0.0619708
-8.67677e-05,0.0467183,0.061959
-9.07276e-05,0.0537662,0.0610654
-9.57717e-05,0.0587294,0.0609978
-0.00012392,0.0638464,0.0538762
-0.000145379,0.0692552,0.0422151
-0.000164345,0.0817991,0.0398995
-0.000195863,0.10434,0.0386828
