theta,tx,ty
-3.6774e-05,0.611139,0.114494
-0.000113941,1.20275,0.223042
-0.000187367,1.73966,0.302158
-0.000228237,2.04596,0.361547
-0.000294754,2.31518,0.406849
-0.000349252,2.59779,0.447575
-0.000399186,2.83591,0.47743
-0.000445784,3.00996,0.50402
-0.000505486,3.16634,0.52961
-0.000547976,3.30024,0.547243
-0.000628379,3.40724,0.559757
-0.000697004,3.46222,0.568556
-0.000777082,3.56406,0.582236
-0.000858227,3.70082,0.607712
-0.0010049,3.75973,0.643328
-0.00114581,3.8163,0.654273
-0.00130021,3.85666,0.641994
-0.00143623,3.88434,0.647188
-0.0016059,3.89219,0.697405
