theta,tx,ty
-1.2854e-05,0.0206903,0.0277542
-1.58711e-05,0.034626,0.0478177
-2.09829e-05,0.0432343,0.0696941
-3.22726e-05,0.0548556,0.0990172
-3.46192e-05,0.0652276,0.124529
-3.49189e-05,0.0727564,0.151136
-5.32273e-05,0.0857347,0.175608
-8.84172e-05,0.107262,0.20605
-0.000105419,0.115832,0.228343
-0.000114577,0.123156,0.250211
-9.39015e-05,0.118197,0.271622
-7.90035e-05,0.111953,0.295026
-8.09855e-05,0.100205,0.349896
-8.08645e-05,0.087896,0.41151
-8.58117e-05,0.0824808,0.422973
-8.96193e-05,0.0787446,0.433223
-9.36623e-05,0.0460363,0.444087
-9.54051e-05,0.0122159,0.44811
-5.67218e-05,-0.0656339,0.447611
