theta,tx,ty
-8.44167e-06,0.196534,-0.995882
-3.42088e-05,0.454906,-2.03987
-2.10711e-05,0.727535,-3.05083
-2.48855e-06,0.943126,-4.11817
3.07815e-05,1.10292,-5.15483
7.00787e-05,1.33937,-6.24491
0.000165155,1.53555,-7.41492
0.000173671,1.71746,-8.57177
0.000202481,1.9095,-9.77209
0.000240169,2.20119,-10.9533
0.000255084,2.60478,-12.194
0.000243908,3.00405,-13.3646
0.000276364,3.49195,-14.6634
0.000247514,4.05979,-15.924
-0.00508991,6.30919,-16.5828
-7.8666e-07,4.26425,-19.3214
0.0014624,5.41858,-19.4988
-0.00203339,-0.410433,-10.4345
-0.000499512,1.12845,-9.95798
