theta,tx,ty
-7.32349e-06,1.28588,0.22414
-0.000116235,2.53165,0.544409
-0.000139524,3.77197,0.834446
-0.000184673,4.94252,1.05934
-0.00026964,6.04783,1.29178
-0.00029416,7.0873,1.53415
-0.000270496,8.03612,1.74951
-0.000315588,8.92895,1.99407
-0.000382978,9.80418,2.13627
-0.00044587,10.6625,2.35775
-0.000470074,11.3868,2.59117
-0.0004762,12.0815,2.74846
-0.00054043,12.6969,2.9054
-0.000513348,13.2102,2.99336
-0.000546428,13.5135,3.13223
-0.000429009,13.8338,3.2094
-0.000401928,13.9744,3.28317
-0.000409125,14.0839,3.3637
-0.000686983,14.0502,3.23931
