theta,tx,ty
-6.58004e-05,-0.0837002,0.00337582
-0.000159891,-0.209615,0.0195827
-0.000263094,-0.311348,0.0454299
-0.000342451,-0.404027,0.0270786
-0.000388387,-0.509739,0.030073
-0.000486671,-0.698618,0.0678363
-0.000574487,-0.83516,0.096542
-0.000641595,-0.918798,0.106986
-0.000735813,-1.00716,0.126047
-0.000852073,-1.20209,0.175225
-0.00095933,-1.38796,0.231287
-0.00102223,-1.48379,0.22729
-0.00108234,-1.64133,0.223267
-0.00116038,-1.71124,0.22241
-0.00124039,-1.7612,0.233292
-0.00130306,-1.85414,0.24608
-0.00139618,-1.93026,0.244523
-0.001484,-1.96072,0.242793
-0.00157771,-1.97815,0.236871
