theta,tx,ty
-1.90759e-05,0.00718724,0.00793335
-3.0082e-05,0.0154522,0.0142605
-5.07647e-05,0.00710974,0.00824531
-7.238e-05,0.00467117,0.00986787
-0.000103612,0.0266228,0.0325496
-0.00013299,0.0484232,0.0577286
-0.000160577,0.0691982,0.0846256
-0.000232337,0.124738,0.126296
-0.00028172,0.292662,0.193379
-0.000298277,0.572771,0.240274
-0.000283842,0.824598,0.273326
-0.000259803,0.981583,0.299888
-0.000233208,1.05243,0.312272
-0.000208387,1.07855,0.317981
-0.000187816,1.10818,0.326455
-0.000192971,1.12054,0.330122
-0.00023597,1.13244,0.372051
-0.000247491,1.12998,0.379725
-0.000269857,1.1317,0.358686
