theta,tx,ty
-1.43257e-05,-0.00263797,0.0259142
-3.71176e-05,0.00320722,0.0433813
-6.27949e-05,0.00387097,0.0638938
-8.16036e-05,0.00608442,0.0797904
-0.000109487,-0.0178925,0.0872602
-0.000119831,-0.0198027,0.0861728
-0.000134647,-0.0212208,0.0882093
-0.000168292,-0.00203409,0.0938657
-0.000200622,0.0184142,0.104356
-0.000254407,0.039796,0.114101
-0.000311551,0.0425683,0.119541
-0.000329519,0.0520796,0.124072
-0.000364566,0.0715867,0.12897
-0.000440876,0.0810135,0.150343
-0.000490673,0.0893821,0.159296
-0.000467992,0.106661,0.175146
-0.000463193,0.139012,0.176241
-0.000518755,0.202215,0.194168
-0.000508125,0.248091,0.21213
