theta,tx,ty
-3.68168e-05,-0.0672201,0.0138057
-7.61024e-05,-0.133179,0.0785138
-0.000139545,-0.24808,0.189442
-0.000138438,-0.402247,0.384204
-0.000179936,-0.552354,0.675311
-0.00015485,-0.580328,0.915803
-0.000138369,-0.594125,1.12874
-0.000140911,-0.585828,1.39686
-0.000131142,-0.557305,1.75377
-0.000172217,-0.473528,2.10031
-0.00027254,-0.378513,2.51874
-0.000258601,-0.327461,2.94109
-0.000241852,-0.248673,3.35322
-0.000269946,-0.16158,3.86367
-0.000266744,-0.0567973,4.32627
-0.00030314,0.0172436,4.89186
-0.000284851,0.160955,5.41152
-0.000307149,0.267682,6.04057
-0.000338239,0.432523,6.67341
