theta,tx,ty
-1.65102e-05,2.16868,-0.486615
-4.00036e-05,4.36399,-0.967237
-5.29855e-05,6.62679,-1.43761
-2.87862e-05,8.91504,-1.92617
-5.77078e-05,11.1114,-2.30326
-0.000101532,13.4049,-2.79505
-9.983e-05,15.6961,-3.17412
-6.94973e-05,17.9597,-3.61543
-0.000180023,20.0553,-4.37218
-0.000787596,23.5286,-2.52172
-7.87627e-05,10.1037,-3.23412
0.000267503,9.92389,-3.50787
0.0009289,8.23461,-4.17245
0.00161414,8.44087,-4.25731
0.000517101,8.60904,-3.28827
-0.00169908,8.27841,-1.35702
-0.000670812,9.46998,-3.59411
-0.00276938,7.30254,-1.67736
-0.00360015,7.44407,-0.560436
