theta,tx,ty
-4.92707e-05,0.0581395,0.0977544
-8.67941e-05,0.093295,0.16083
-0.000133027,0.119518,0.309941
-0.000170015,0.136564,0.402313
-0.000249527,0.146956,0.526434
-0.000305308,0.152323,0.628353
-0.000374314,0.140412,0.703611
-0.000419311,0.124011,0.760232
-0.00050544,0.0693325,0.851148
-0.000560978,0.0109981,0.939915
-0.000655218,-0.0452941,1.03443
-0.000708142,-0.103993,1.12369
-0.000803018,-0.180726,1.21158
-0.000857628,-0.259096,1.25962
-0.000905095,-0.3489,1.32018
-0.000946442,-0.428205,1.36657
-0.00101998,-0.504975,1.42533
-0.00106731,-0.566722,1.51858
-0.00113029,-0.607299,1.54998
