theta,tx,ty
-2.7001e-05,1.9776,0.0745659
-3.50463e-05,3.961,0.173726
1.27235e-05,6.00545,0.265941
-1.76969e-05,8.02437,0.349337
-8.15558e-05,10.0767,0.563488
-6.66436e-05,12.1967,0.634184
-9.40379e-05,14.2678,0.778516
-0.000178322,16.5554,0.765285
-0.000111835,18.9364,0.816582
0.00104866,9.36175,2.9042
0.00178227,9.68035,2.85396
-0.000605092,9.64131,2.1716
-0.00390989,5.00344,0.384445
-0.00159416,5.58125,1.38977
0.00236111,4.5662,-1.55874
0.00420622,7.64038,1.94369
-0.00266016,4.73249,3.15962
0.0012541,3.73317,0.700433
0.00148099,4.57394,-1.07551
