theta,tx,ty
6.96012e-06,1.78522,0.0193706
1.98491e-05,3.51207,0.0466861
-2.67621e-05,5.27506,0.0634512
-8.854e-06,7.05317,0.0904194
-2.5688e-06,8.92749,0.11755
-2.16946e-05,10.6252,0.147032
7.27903e-06,12.3815,0.230738
-4.49846e-05,14.1851,0.280896
-3.16645e-05,15.9984,0.357716
-6.58525e-05,17.7875,0.484407
-0.000131643,19.6433,0.512077
-0.000570149,11.6457,2.12059
-0.00151445,8.72541,1.53435
0.00026756,7.26639,1.08043
0.000675805,5.76625,0.618824
-0.00213893,7.89004,-1.46292
-0.000310478,4.05793,-1.33417
-2.23795e-05,5.73795,-1.07053
-0.00140471,3.46304,1.34868
