theta,tx,ty
-2.39379e-05,-0.168182,-0.0523421
-1.23203e-05,-0.292747,-0.0605224
-1.04771e-05,-0.487548,-0.0572904
-5.20334e-05,-0.659479,-0.0783819
-8.97973e-05,-0.840184,-0.122148
-0.000138292,-0.909938,-0.16345
-0.000168687,-1.03574,-0.221232
-0.000192564,-1.13589,-0.282065
-0.000223518,-1.19996,-0.30561
-0.000243323,-1.24287,-0.318206
-0.000265949,-1.36225,-0.327389
-0.000257604,-1.47245,-0.33213
-0.000332202,-1.58412,-0.359839
-0.000356112,-1.62584,-0.382253
-0.000392223,-1.72014,-0.427829
-0.000422757,-1.78752,-0.459167
-0.00042266,-1.88943,-0.48357
-0.000423199,-1.93478,-0.495066
-0.000459674,-1.99351,-0.510819
