theta,tx,ty
1.94333e-05,-0.0743834,-0.0218916
1.39277e-05,-0.142636,-0.046005
2.90502e-05,-0.209437,-0.0684755
4.73581e-05,-0.400109,-0.0924991
4.22417e-05,-0.508664,-0.1153
2.47374e-05,-0.644176,-0.143435
3.81828e-05,-0.796984,-0.161682
6.1715e-05,-0.869394,-0.212231
7.09591e-05,-0.910911,-0.249395
7.17116e-05,-0.98131,-0.310337
0.000107769,-1.02162,-0.342885
0.000138576,-1.0653,-0.389638
0.000150424,-1.08847,-0.39656
0.000148595,-1.11307,-0.399971
0.000207096,-1.17463,-0.455294
0.000241693,-1.21383,-0.502586
0.00024028,-1.29746,-0.5557
0.000247951,-1.41451,-0.601924
0.000237299,-1.47933,-0.642473
