theta,tx,ty
-2.47929e-05,0.0839494,-0.00123075
-4.38686e-05,0.149149,-0.0135981
-7.94248e-05,0.195379,-0.0329965
-0.000132958,0.279167,-0.0729171
-0.000165919,0.390706,-0.102348
-0.000193465,0.500727,-0.129519
-0.00023279,0.556945,-0.166893
-0.000281627,0.612025,-0.201015
-0.000324332,0.683716,-0.226043
-0.000342585,0.795776,-0.233497
-0.000367007,0.837447,-0.244301
-0.000418342,0.974039,-0.259146
-0.000485391,1.07832,-0.281509
-0.000543288,1.1666,-0.307901
-0.000521792,1.21838,-0.289876
-0.000560414,1.348,-0.297629
-0.000611065,1.39932,-0.287457
-0.000630097,1.46924,-0.286081
-0.000671921,1.50437,-0.307604
