theta,tx,ty
-2.59874e-05,-0.259347,0.0122497
-3.59935e-05,-0.508454,0.0356881
-5.42572e-05,-0.733992,0.0537914
-4.7233e-05,-0.966087,0.0581696
-5.11565e-05,-1.15043,0.0569924
-4.27628e-05,-1.36792,0.0616523
-5.5693e-05,-1.62174,0.060545
-6.94491e-05,-1.81442,0.0469299
-9.38118e-05,-1.99059,0.0234626
-9.59067e-05,-2.10186,-0.0375393
-0.000105161,-2.27999,-0.104284
-0.000133285,-2.44555,-0.163523
-0.000236803,-2.60427,-0.260201
-0.000269164,-2.74235,-0.373386
-0.000282806,-2.85912,-0.494255
-0.000283832,-2.98587,-0.5306
-0.000296091,-3.11913,-0.606716
-0.000396761,-3.2501,-0.744534
-0.000435715,-3.28369,-0.829031
