theta,tx,ty
0.000112479,0.0161432,-0.658685
0.000185928,0.0399314,-1.24736
0.000227348,0.0631747,-1.946
0.000347169,0.123154,-2.5965
0.000419365,0.28497,-3.30557
0.000438704,0.435294,-4.03284
0.000532553,0.517211,-4.80289
0.000595092,0.696613,-5.61375
0.000682726,0.78915,-6.47334
0.000695988,0.899161,-7.34318
0.000779209,1.08567,-8.24865
0.000774656,1.18036,-9.01648
0.000728696,1.44904,-9.91647
0.000790339,1.70594,-10.7782
0.000773367,1.92661,-11.7603
0.000823573,2.06905,-12.6283
0.000880521,2.29904,-13.6234
0.000826368,2.53911,-14.5356
0.000834627,2.75723,-15.5184
