theta,tx,ty
-2.27619e-06,-0.120266,-0.0337537
2.87636e-06,-0.12176,-0.0378717
1.02053e-05,-0.122492,-0.0420998
3.53664e-05,-0.0126541,-0.0724519
3.91122e-05,0.219268,-0.0919392
5.03111e-05,0.571022,-0.112951
6.37953e-05,0.943902,-0.125664
9.52171e-05,1.41213,-0.15519
0.00011461,1.87266,-0.175535
0.000139054,2.36119,-0.189735
0.000149315,2.89477,-0.198979
0.000174901,3.38902,-0.221127
0.00021144,3.94194,-0.239953
0.000242498,4.62688,-0.288379
0.000323971,5.23163,-0.322005
0.000355583,5.96868,-0.408963
0.000383584,6.68436,-0.461385
0.000469629,7.41634,-0.524337
0.000461573,8.13433,-0.582966
