theta,tx,ty
-6.225e-06,-0.0308433,0.014265
-6.76725e-06,-0.0349999,0.0150884
-1.09031e-05,-0.037211,0.0174152
-2.86115e-05,-0.0432642,0.0384791
-4.46731e-05,-0.0471179,0.055762
-5.23759e-05,-0.0550596,0.0723354
-5.68414e-05,-0.0588629,0.0810299
-5.81416e-05,-0.0546019,0.0835562
-6.15704e-05,-0.0493882,0.085269
-6.82901e-05,-0.0419217,0.0911851
-7.90635e-05,-0.0341249,0.0971788
-8.26788e-05,-0.0303768,0.115383
-8.32382e-05,-0.028271,0.128353
-8.51475e-05,-0.0330697,0.137808
-8.71214e-05,-0.0379219,0.144664
-8.89079e-05,-0.0430446,0.176047
-9.28243e-05,-0.0491051,0.196471
-9.80217e-05,-0.0500289,0.207566
-0.000106891,-0.0540496,0.219332
