theta,tx,ty
2.07024e-05,-0.0111292,-0.013229
4.2448e-05,-0.0218377,-0.0238215
4.28338e-05,-0.0380684,-0.033025
5.79419e-05,-0.0640784,-0.0478777
7.42499e-05,-0.0904711,-0.0583712
9.90674e-05,-0.105111,-0.0894003
8.93738e-05,-0.0930292,-0.112032
0.000108559,-0.0742862,-0.134036
9.98998e-05,-0.0442012,-0.162234
9.68969e-05,-0.00981028,-0.190812
7.2291e-05,0.0325992,-0.222463
2.02574e-05,0.114093,-0.267035
-2.66359e-05,0.314167,-0.308737
-6.01988e-05,0.475041,-0.348486
-4.78799e-05,0.64454,-0.391315
-8.61653e-05,0.82337,-0.470392
-8.29551e-05,0.881236,-0.482184
-0.000114349,0.952983,-0.519384
-0.000108644,1.08471,-0.540284
