theta,tx,ty
7.81181e-06,1.62639,0.509794
1.59276e-05,3.15235,1.00725
7.29267e-05,4.85166,1.49379
9.28593e-05,6.49655,1.97929
9.95341e-05,8.16289,2.44383
0.000180829,9.897,2.83534
0.000200669,11.5874,3.23753
0.000269758,13.2325,3.71025
0.000218613,14.9924,4.10397
0.000300882,16.7861,4.45764
0.000270574,18.5137,4.82834
0.000328554,20.2289,5.18242
-0.00022754,22.1699,6.18588
-0.00155878,23.9459,6.05585
0.00305376,17.0867,8.44859
-0.000902738,27.7254,6.69785
0.00336471,9.35104,8.07447
0.00382043,11.4734,9.04465
0.00134778,9.10278,7.67723
